_id,reactant,product,reaction,condition,template_r0,template_r1
775,C=CC=O.[Li]c1ccccc1,C=CC(c1ccccc1)O,[CH2:1]=[CH:2][CH:3]=[O:10].[Li][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1>>[CH2:1]=[CH:2][CH:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[OH:10],,[OH;D1;+0:2]-[CH;D3;+0:1]-[c;H0;D3;+0:3]>>[CH;D2;+0:1]=[O;H0;D1;+0:2].[Li]-[c;H0;D3;+0:3],[C;D1;H2:1]=[C:2]-[CH;D3;+0:3](-[OH;D1;+0:4])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>[C;D1;H2:1]=[C:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[Li]-[c;H0;D3;+0:5](:[c:6]):[c:7]
776,CC=CC=O.[Li]c1ccccc1,CC=CC(c1ccccc1)O,[CH3:1][CH:2]=[CH:3][CH:4]=[O:11].[Li][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1>>[CH3:1][CH:2]=[CH:3][CH:4]([c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[OH:11],,[OH;D1;+0:2]-[CH;D3;+0:1]-[c;H0;D3;+0:3]>>[CH;D2;+0:1]=[O;H0;D1;+0:2].[Li]-[c;H0;D3;+0:3],[C:1]=[C:2]-[CH;D3;+0:3](-[OH;D1;+0:4])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>[C:1]=[C:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[Li]-[c;H0;D3;+0:5](:[c:6]):[c:7]
777,CC(C)=CC=O.[Li]c1ccccc1,CC(C)=CC(c1ccccc1)O,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:12].[Li][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[OH:12],,[OH;D1;+0:2]-[CH;D3;+0:1]-[c;H0;D3;+0:3]>>[CH;D2;+0:1]=[O;H0;D1;+0:2].[Li]-[c;H0;D3;+0:3],[C:1]=[C:2]-[CH;D3;+0:3](-[OH;D1;+0:4])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>[C:1]=[C:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[Li]-[c;H0;D3;+0:5](:[c:6]):[c:7]
778,C=C(C)C=O.[Li]c1ccccc1,C=C(C)C(c1ccccc1)O,[CH2:1]=[C:2]([CH3:3])[CH:4]=[O:11].[Li][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1>>[CH2:1]=[C:2]([CH3:3])[CH:4]([c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[OH:11],,[OH;D1;+0:2]-[CH;D3;+0:1]-[c;H0;D3;+0:3]>>[CH;D2;+0:1]=[O;H0;D1;+0:2].[Li]-[c;H0;D3;+0:3],[C;D1;H2:1]=[C:2]-[CH;D3;+0:3](-[OH;D1;+0:4])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>[C;D1;H2:1]=[C:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[Li]-[c;H0;D3;+0:5](:[c:6]):[c:7]
779,CC=C(C)C=O.[Li]c1ccccc1,CC=C(C)C(c1ccccc1)O,[CH3:1][CH:2]=[C:3]([CH3:4])[CH:5]=[O:12].[Li][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[CH3:1][CH:2]=[C:3]([CH3:4])[CH:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[OH:12],,[OH;D1;+0:2]-[CH;D3;+0:1]-[c;H0;D3;+0:3]>>[CH;D2;+0:1]=[O;H0;D1;+0:2].[Li]-[c;H0;D3;+0:3],[C:1]=[C:2]-[CH;D3;+0:3](-[OH;D1;+0:4])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>[C:1]=[C:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[Li]-[c;H0;D3;+0:5](:[c:6]):[c:7]
780,CC(C)=C(C)C=O.[Li]c1ccccc1,CC(C)=C(C)C(c1ccccc1)O,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH:6]=[O:13].[Li][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH:6]([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[OH:13],,[OH;D1;+0:2]-[CH;D3;+0:1]-[c;H0;D3;+0:3]>>[CH;D2;+0:1]=[O;H0;D1;+0:2].[Li]-[c;H0;D3;+0:3],[C:1]=[C:2]-[CH;D3;+0:3](-[OH;D1;+0:4])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>[C:1]=[C:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[Li]-[c;H0;D3;+0:5](:[c:6]):[c:7]
781,C=CC(C)=O.[Li]c1ccccc1,C=CC(C)(c1ccccc1)O,[CH2:1]=[CH:2][C:3]([CH3:4])=[O:11].[Li][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1>>[CH2:1]=[CH:2][C:3]([CH3:4])([c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[OH:11],,[OH;D1;+0:2]-[C;H0;D4;+0:1]-[c;H0;D3;+0:3]>>[C;H0;D3;+0:1]=[O;H0;D1;+0:2].[Li]-[c;H0;D3;+0:3],[C;D1;H2:1]=[C:2]-[C;H0;D4;+0:3](-[C;D1;H3:4])(-[OH;D1;+0:5])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>[C;D1;H2:1]=[C:2]-[C;H0;D3;+0:3](-[C;D1;H3:4])=[O;H0;D1;+0:5].[Li]-[c;H0;D3;+0:6](:[c:7]):[c:8]
782,CC=CC(C)=O.[Li]c1ccccc1,CC=CC(C)(c1ccccc1)O,[CH3:1][CH:2]=[CH:3][C:4]([CH3:5])=[O:12].[Li][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[CH3:1][CH:2]=[CH:3][C:4]([CH3:5])([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[OH:12],,[OH;D1;+0:2]-[C;H0;D4;+0:1]-[c;H0;D3;+0:3]>>[C;H0;D3;+0:1]=[O;H0;D1;+0:2].[Li]-[c;H0;D3;+0:3],[C:1]=[C:2]-[C;H0;D4;+0:3](-[C;D1;H3:4])(-[OH;D1;+0:5])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>[C:1]=[C:2]-[C;H0;D3;+0:3](-[C;D1;H3:4])=[O;H0;D1;+0:5].[Li]-[c;H0;D3;+0:6](:[c:7]):[c:8]
783,CC(C)=CC(C)=O.[Li]c1ccccc1,CC(C)=CC(C)(c1ccccc1)O,[CH3:1][C:2]([CH3:3])=[CH:4][C:5]([CH3:6])=[O:13].[Li][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[CH3:1][C:2]([CH3:3])=[CH:4][C:5]([CH3:6])([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[OH:13],,[OH;D1;+0:2]-[C;H0;D4;+0:1]-[c;H0;D3;+0:3]>>[C;H0;D3;+0:1]=[O;H0;D1;+0:2].[Li]-[c;H0;D3;+0:3],[C:1]=[C:2]-[C;H0;D4;+0:3](-[C;D1;H3:4])(-[OH;D1;+0:5])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>[C:1]=[C:2]-[C;H0;D3;+0:3](-[C;D1;H3:4])=[O;H0;D1;+0:5].[Li]-[c;H0;D3;+0:6](:[c:7]):[c:8]
784,C=C(C)C(C)=O.[Li]c1ccccc1,C=C(C)C(C)(c1ccccc1)O,[CH2:1]=[C:2]([CH3:3])[C:4]([CH3:5])=[O:12].[Li][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[CH2:1]=[C:2]([CH3:3])[C:4]([CH3:5])([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[OH:12],,[OH;D1;+0:2]-[C;H0;D4;+0:1]-[c;H0;D3;+0:3]>>[C;H0;D3;+0:1]=[O;H0;D1;+0:2].[Li]-[c;H0;D3;+0:3],[C;D1;H2:1]=[C:2]-[C;H0;D4;+0:3](-[C;D1;H3:4])(-[OH;D1;+0:5])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>[C;D1;H2:1]=[C:2]-[C;H0;D3;+0:3](-[C;D1;H3:4])=[O;H0;D1;+0:5].[Li]-[c;H0;D3;+0:6](:[c:7]):[c:8]
785,CC=C(C)C(C)=O.[Li]c1ccccc1,CC=C(C)C(C)(c1ccccc1)O,[CH3:1][CH:2]=[C:3]([CH3:4])[C:5]([CH3:6])=[O:13].[Li][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[CH3:1][CH:2]=[C:3]([CH3:4])[C:5]([CH3:6])([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[OH:13],,[OH;D1;+0:2]-[C;H0;D4;+0:1]-[c;H0;D3;+0:3]>>[C;H0;D3;+0:1]=[O;H0;D1;+0:2].[Li]-[c;H0;D3;+0:3],[C:1]=[C:2]-[C;H0;D4;+0:3](-[C;D1;H3:4])(-[OH;D1;+0:5])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>[C:1]=[C:2]-[C;H0;D3;+0:3](-[C;D1;H3:4])=[O;H0;D1;+0:5].[Li]-[c;H0;D3;+0:6](:[c:7]):[c:8]
786,CC(C)=C(C)C(C)=O.[Li]c1ccccc1,CC(C)=C(C)C(C)(c1ccccc1)O,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[C:6]([CH3:7])=[O:14].[Li][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[C:6]([CH3:7])([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[OH:14],,[OH;D1;+0:2]-[C;H0;D4;+0:1]-[c;H0;D3;+0:3]>>[C;H0;D3;+0:1]=[O;H0;D1;+0:2].[Li]-[c;H0;D3;+0:3],[C:1]=[C:2]-[C;H0;D4;+0:3](-[C;D1;H3:4])(-[OH;D1;+0:5])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>[C:1]=[C:2]-[C;H0;D3;+0:3](-[C;D1;H3:4])=[O;H0;D1;+0:5].[Li]-[c;H0;D3;+0:6](:[c:7]):[c:8]
787,C=CC=O.Br[Mg]c1ccccc1,c1ccccc1CCC=O,[CH2:7]=[CH:8][CH:9]=[O:10].Br[Mg][c:6]1[cH:5][cH:4][cH:3][cH:2][cH:1]1>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[CH2:7][CH2:8][CH:9]=[O:10],,[CH2;D2;+0:3]-[CH2;D2;+0:2]-[c;H0;D3;+0:1]>>Br-[Mg]-[c;H0;D3;+0:1].[CH2;D1;+0:2]=[CH;D2;+0:3],[O;D1;H0:7]=[C:6]-[CH2;D2;+0:5]-[CH2;D2;+0:4]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].[CH2;D1;+0:4]=[CH;D2;+0:5]-[C:6]=[O;D1;H0:7]
788,CC=CC=O.Br[Mg]c1ccccc1,CC=CC(c1ccccc1)O,[CH3:1][CH:2]=[CH:3][CH:4]=[O:11].Br[Mg][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1>>[CH3:1][CH:2]=[CH:3][CH:4]([c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[OH:11],,[OH;D1;+0:3]-[CH;D3;+0:2]-[c;H0;D3;+0:1]>>Br-[Mg]-[c;H0;D3;+0:1].[CH;D2;+0:2]=[O;H0;D1;+0:3],[C:4]=[C:5]-[CH;D3;+0:6](-[OH;D1;+0:7])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]=[C:5]-[CH;D2;+0:6]=[O;H0;D1;+0:7]
789,CC(C)=CC=O.Br[Mg]c1ccccc1,CC(C)=CC(c1ccccc1)O,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:12].Br[Mg][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[OH:12],,[OH;D1;+0:3]-[CH;D3;+0:2]-[c;H0;D3;+0:1]>>Br-[Mg]-[c;H0;D3;+0:1].[CH;D2;+0:2]=[O;H0;D1;+0:3],[C:4]=[C:5]-[CH;D3;+0:6](-[OH;D1;+0:7])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]=[C:5]-[CH;D2;+0:6]=[O;H0;D1;+0:7]
790,C=C(C)C=O.Br[Mg]c1ccccc1,c1ccccc1CC(C)C=O,[CH2:7]=[C:8]([CH3:9])[CH:10]=[O:11].Br[Mg][c:6]1[cH:5][cH:4][cH:3][cH:2][cH:1]1>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[CH2:7][CH:8]([CH3:9])[CH:10]=[O:11],,[CH;D3;+0:2]-[CH2;D2;+0:3]-[c;H0;D3;+0:1]>>Br-[Mg]-[c;H0;D3;+0:1].[C;H0;D3;+0:2]=[CH2;D1;+0:3],[C;D1;H3:4]-[CH;D3;+0:5](-[C:7]=[O;D1;H0:8])-[CH2;D2;+0:6]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].[C;D1;H3:4]-[C;H0;D3;+0:5](=[CH2;D1;+0:6])-[C:7]=[O;D1;H0:8]
791,CC=C(C)C=O.Br[Mg]c1ccccc1,CC=C(C)C(c1ccccc1)O,[CH3:1][CH:2]=[C:3]([CH3:4])[CH:5]=[O:12].Br[Mg][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[CH3:1][CH:2]=[C:3]([CH3:4])[CH:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[OH:12],,[OH;D1;+0:3]-[CH;D3;+0:2]-[c;H0;D3;+0:1]>>Br-[Mg]-[c;H0;D3;+0:1].[CH;D2;+0:2]=[O;H0;D1;+0:3],[C:4]=[C:5]-[CH;D3;+0:6](-[OH;D1;+0:7])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]=[C:5]-[CH;D2;+0:6]=[O;H0;D1;+0:7]
792,CC(C)=C(C)C=O.Br[Mg]c1ccccc1,CC(C)=C(C)C(c1ccccc1)O,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH:6]=[O:13].Br[Mg][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH:6]([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[OH:13],,[OH;D1;+0:3]-[CH;D3;+0:2]-[c;H0;D3;+0:1]>>Br-[Mg]-[c;H0;D3;+0:1].[CH;D2;+0:2]=[O;H0;D1;+0:3],[C:4]=[C:5]-[CH;D3;+0:6](-[OH;D1;+0:7])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]=[C:5]-[CH;D2;+0:6]=[O;H0;D1;+0:7]
793,C=CC(C)=O.Br[Mg]c1ccccc1,c1ccccc1CCC(C)=O,[CH2:7]=[CH:8][C:9]([CH3:10])=[O:11].Br[Mg][c:6]1[cH:5][cH:4][cH:3][cH:2][cH:1]1>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[CH2:7][CH2:8][C:9]([CH3:10])=[O:11],,[CH2;D2;+0:3]-[CH2;D2;+0:2]-[c;H0;D3;+0:1]>>Br-[Mg]-[c;H0;D3;+0:1].[CH2;D1;+0:2]=[CH;D2;+0:3],[C;D1;H3:4]-[C:5](=[O;D1;H0:6])-[CH2;D2;+0:7]-[CH2;D2;+0:8]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].[C;D1;H3:4]-[C:5](=[O;D1;H0:6])-[CH;D2;+0:7]=[CH2;D1;+0:8]
794,CC=CC(C)=O.Br[Mg]c1ccccc1,c1ccccc1C(C)CC(C)=O,[CH3:8][CH:7]=[CH:9][C:10]([CH3:11])=[O:12].Br[Mg][c:6]1[cH:5][cH:4][cH:3][cH:2][cH:1]1>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[CH:7]([CH3:8])[CH2:9][C:10]([CH3:11])=[O:12],,[CH2;D2;+0:3]-[CH;D3;+0:2]-[c;H0;D3;+0:1]>>Br-[Mg]-[c;H0;D3;+0:1].[CH;D2;+0:2]=[CH;D2;+0:3],[C;D1;H3:4]-[C:5](=[O;D1;H0:6])-[CH2;D2;+0:7]-[CH;D3;+0:8](-[C;D1;H3:9])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].[C;D1;H3:4]-[C:5](=[O;D1;H0:6])-[CH;D2;+0:7]=[CH;D2;+0:8]-[C;D1;H3:9]
795,CC(C)=CC(C)=O.Br[Mg]c1ccccc1,CC(C)=CC(C)(c1ccccc1)O,[CH3:1][C:2]([CH3:3])=[CH:4][C:5]([CH3:6])=[O:13].Br[Mg][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[CH3:1][C:2]([CH3:3])=[CH:4][C:5]([CH3:6])([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[OH:13],,[OH;D1;+0:3]-[C;H0;D4;+0:2]-[c;H0;D3;+0:1]>>Br-[Mg]-[c;H0;D3;+0:1].[C;H0;D3;+0:2]=[O;H0;D1;+0:3],[C:4]=[C:5]-[C;H0;D4;+0:6](-[C;D1;H3:7])(-[OH;D1;+0:8])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]=[C:5]-[C;H0;D3;+0:6](-[C;D1;H3:7])=[O;H0;D1;+0:8]
796,C=C(C)C(C)=O.Br[Mg]c1ccccc1,c1ccccc1CC(C)C(C)=O,[CH2:7]=[C:8]([CH3:9])[C:10]([CH3:11])=[O:12].Br[Mg][c:6]1[cH:5][cH:4][cH:3][cH:2][cH:1]1>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[CH2:7][CH:8]([CH3:9])[C:10]([CH3:11])=[O:12],,[CH;D3;+0:2]-[CH2;D2;+0:3]-[c;H0;D3;+0:1]>>Br-[Mg]-[c;H0;D3;+0:1].[C;H0;D3;+0:2]=[CH2;D1;+0:3],[C;D1;H3:4]-[C:5](=[O;D1;H0:6])-[CH;D3;+0:7](-[C;D1;H3:8])-[CH2;D2;+0:9]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].[C;D1;H3:4]-[C:5](=[O;D1;H0:6])-[C;H0;D3;+0:7](-[C;D1;H3:8])=[CH2;D1;+0:9]
797,CC=C(C)C(C)=O.Br[Mg]c1ccccc1,CC=C(C)C(C)(c1ccccc1)O,[CH3:1][CH:2]=[C:3]([CH3:4])[C:5]([CH3:6])=[O:13].Br[Mg][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[CH3:1][CH:2]=[C:3]([CH3:4])[C:5]([CH3:6])([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[OH:13],,[OH;D1;+0:3]-[C;H0;D4;+0:2]-[c;H0;D3;+0:1]>>Br-[Mg]-[c;H0;D3;+0:1].[C;H0;D3;+0:2]=[O;H0;D1;+0:3],[C:4]=[C:5]-[C;H0;D4;+0:6](-[C;D1;H3:7])(-[OH;D1;+0:8])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]=[C:5]-[C;H0;D3;+0:6](-[C;D1;H3:7])=[O;H0;D1;+0:8]
798,CC(C)=C(C)C(C)=O.Br[Mg]c1ccccc1,CC(C)=C(C)C(C)(c1ccccc1)O,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[C:6]([CH3:7])=[O:14].Br[Mg][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[C:6]([CH3:7])([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[OH:14],,[OH;D1;+0:3]-[C;H0;D4;+0:2]-[c;H0;D3;+0:1]>>Br-[Mg]-[c;H0;D3;+0:1].[C;H0;D3;+0:2]=[O;H0;D1;+0:3],[C:4]=[C:5]-[C;H0;D4;+0:6](-[C;D1;H3:7])(-[OH;D1;+0:8])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]=[C:5]-[C;H0;D3;+0:6](-[C;D1;H3:7])=[O;H0;D1;+0:8]
799,C=CC=O.C(C(=O)OC)C(=O)OC,C(C(C(=O)OC)C(=O)OC)CC=O,[CH2:1]=[CH:11][CH:12]=[O:13].[CH2:2]([C:3](=[O:4])[O:5][CH3:6])[C:7](=[O:8])[O:9][CH3:10]>>[CH2:1]([CH:2]([C:3](=[O:4])[O:5][CH3:6])[C:7](=[O:8])[O:9][CH3:10])[CH2:11][CH:12]=[O:13],,[CH2;D2;+0:2]-[CH2;D2;+0:1]-[CH;D3;+0:3]>>[CH2;D1;+0:1]=[CH;D2;+0:2].[CH2;D2;+0:3],[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[CH2;D2;+0:8]-[CH2;D2;+0:9]-[C:10]=[O;D1;H0:11])-[C:5](-[#8:6])=[O;D1;H0:7]>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH2;D2;+0:4]-[C:5](-[#8:6])=[O;D1;H0:7].[CH2;D1;+0:8]=[CH;D2;+0:9]-[C:10]=[O;D1;H0:11]
800,CC=CC=O.COC(=O)CC(=O)OC,CC(C(C(=O)OC)C(=O)OC)CC=O,[CH3:1][CH:2]=[CH:12][CH:13]=[O:14].[CH3:11][O:10][C:8](=[O:9])[CH2:3][C:4](=[O:5])[O:6][CH3:7]>>[CH3:1][CH:2]([CH:3]([C:4](=[O:5])[O:6][CH3:7])[C:8](=[O:9])[O:10][CH3:11])[CH2:12][CH:13]=[O:14],,[CH2;D2;+0:2]-[CH;D3;+0:3]-[CH;D3;+0:1]>>[CH2;D2;+0:1].[CH;D2;+0:2]=[CH;D2;+0:3],[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[C:5](-[#8:6])=[O;D1;H0:7])-[CH;D3;+0:9](-[C;D1;H3:8])-[CH2;D2;+0:10]-[C:11]=[O;D1;H0:12]>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH2;D2;+0:4]-[C:5](-[#8:6])=[O;D1;H0:7].[C;D1;H3:8]-[CH;D2;+0:9]=[CH;D2;+0:10]-[C:11]=[O;D1;H0:12]
801,CC(C)=CC=O.COC(=O)CC(=O)OC,CC(C)(C(C(=O)OC)C(=O)OC)CC=O,[CH3:13][C:2]([CH3:3])=[CH:4][CH:14]=[O:15].[CH3:12][O:11][C:9](=[O:10])[CH2:1][C:5](=[O:6])[O:7][CH3:8]>>[CH3:1][C:2]([CH3:3])([CH:4]([C:5](=[O:6])[O:7][CH3:8])[C:9](=[O:10])[O:11][CH3:12])[CH2:13][CH:14]=[O:15],,[C;H0;D3;+0:1]-[CH;D3;+0:6](-[C;H0;D3;+0:3])-[C;H0;D4;+0:5](-[CH3;D1;+0:2])-[CH2;D2;+0:4]-[CH;D2;+0:7]>>[C;H0;D3;+0:1]-[CH2;D2;+0:2]-[C;H0;D3;+0:3].[CH3;D1;+0:4]-[C;H0;D3;+0:5]=[CH;D2;+0:6]-[CH;D2;+0:7],[#8:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[CH;D3;+0:11](-[C;H0;D3;+0:5](-[#8:6])=[O;D1;H0:7])-[C;H0;D4;+0:9](-[C;D1;H3:8])(-[CH3;D1;+0:4])-[CH2;D2;+0:10]-[CH;D2;+0:12]=[O;D1;H0:13]>>[#8:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[CH2;D2;+0:4]-[C;H0;D3;+0:5](-[#8:6])=[O;D1;H0:7].[C;D1;H3:8]-[C;H0;D3;+0:9](-[CH3;D1;+0:10])=[CH;D2;+0:11]-[CH;D2;+0:12]=[O;D1;H0:13]
802,C=C(C)C=O.COC(=O)CC(=O)OC,C(C(C(=O)OC)C(=O)OC)C(C)C=O,[CH2:1]=[C:11]([CH3:12])[CH:13]=[O:14].[CH3:10][O:9][C:7](=[O:8])[CH2:2][C:3](=[O:4])[O:5][CH3:6]>>[CH2:1]([CH:2]([C:3](=[O:4])[O:5][CH3:6])[C:7](=[O:8])[O:9][CH3:10])[CH:11]([CH3:12])[CH:13]=[O:14],,[CH;D3;+0:1]-[CH2;D2;+0:2]-[CH;D3;+0:3]>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH2;D2;+0:3],[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[CH2;D2;+0:10]-[CH;D3;+0:9](-[C;D1;H3:8])-[C:11]=[O;D1;H0:12])-[C:5](-[#8:6])=[O;D1;H0:7]>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH2;D2;+0:4]-[C:5](-[#8:6])=[O;D1;H0:7].[C;D1;H3:8]-[C;H0;D3;+0:9](=[CH2;D1;+0:10])-[C:11]=[O;D1;H0:12]
803,CC=C(C)C=O.COC(=O)CC(=O)OC,CC(C(C(=O)OC)C(=O)OC)C(C)C=O,[CH3:1][CH:2]=[C:12]([CH3:13])[CH:14]=[O:15].[CH3:7][O:6][C:4](=[O:5])[CH2:3][C:8](=[O:9])[O:10][CH3:11]>>[CH3:1][CH:2]([CH:3]([C:4](=[O:5])[O:6][CH3:7])[C:8](=[O:9])[O:10][CH3:11])[CH:12]([CH3:13])[CH:14]=[O:15],,[CH;D3;+0:1]-[CH;D3;+0:2]-[CH;D3;+0:3]>>[C;H0;D3;+0:1]=[CH;D2;+0:2].[CH2;D2;+0:3],[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[C:5](-[#8:6])=[O;D1;H0:7])-[CH;D3;+0:12](-[C;D1;H3:13])-[CH;D3;+0:9](-[C;D1;H3:8])-[C:10]=[O;D1;H0:11]>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH2;D2;+0:4]-[C:5](-[#8:6])=[O;D1;H0:7].[C;D1;H3:8]-[C;H0;D3;+0:9](-[C:10]=[O;D1;H0:11])=[CH;D2;+0:12]-[C;D1;H3:13]
